timestamp,filename,file_path,audio_length_seconds,transcript
2025-08-22T15:31:31.349409,asr_base_e8e9224b-3b78-4d3b-a936-34d96315e12e_a82fe2db-3d10-430d-8d06-04a70bde00f7.wav,./audio_files\asr_base_e8e9224b-3b78-4d3b-a936-34d96315e12e_a82fe2db-3d10-430d-8d06-04a70bde00f7.wav,1.86,Hello?
2025-08-22T15:31:49.889409,asr_base_e8e9224b-3b78-4d3b-a936-34d96315e12e_466e0831-e7dc-456b-8fdf-6cf20cb6679a.wav,./audio_files\asr_base_e8e9224b-3b78-4d3b-a936-34d96315e12e_466e0831-e7dc-456b-8fdf-6cf20cb6679a.wav,1.94,Play story.
2025-08-22T15:32:20.777547,asr_base_e8e9224b-3b78-4d3b-a936-34d96315e12e_9984401b-2743-42ce-89d6-e6dbb84d84e9.wav,./audio_files\asr_base_e8e9224b-3b78-4d3b-a936-34d96315e12e_9984401b-2743-42ce-89d6-e6dbb84d84e9.wav,2.32,Play bedtime story.
2025-08-22T15:34:10.542265,asr_base_e8e9224b-3b78-4d3b-a936-34d96315e12e_81a3a7ac-25a9-43f4-8219-638e907a35e6.wav,./audio_files\asr_base_e8e9224b-3b78-4d3b-a936-34d96315e12e_81a3a7ac-25a9-43f4-8219-638e907a35e6.wav,2.56,Play educational story.
2025-08-22T15:34:49.416430,asr_base_e8e9224b-3b78-4d3b-a936-34d96315e12e_cd7d0d24-59e2-4d7b-8298-68544a2d52b3.wav,./audio_files\asr_base_e8e9224b-3b78-4d3b-a936-34d96315e12e_cd7d0d24-59e2-4d7b-8298-68544a2d52b3.wav,2.5,Yes.
2025-08-22T15:35:28.160784,asr_base_e8e9224b-3b78-4d3b-a936-34d96315e12e_20ba9237-3cea-43b1-8cf7-4c88a3860db6.wav,./audio_files\asr_base_e8e9224b-3b78-4d3b-a936-34d96315e12e_20ba9237-3cea-43b1-8cf7-4c88a3860db6.wav,3.48,Play fairy tales story.
2025-08-22T15:36:22.190074,asr_base_1297ad58-66fe-483e-8837-2ade57a71c03_9bc36420-afa1-4190-9a87-a80be0efabe3.wav,./audio_files\asr_base_1297ad58-66fe-483e-8837-2ade57a71c03_9bc36420-afa1-4190-9a87-a80be0efabe3.wav,4.2,Play bedtime storing.
2025-08-22T15:37:13.667892,asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_f9705c61-e2ef-44f7-80c4-e7d7fcc49844.wav,./audio_files\asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_f9705c61-e2ef-44f7-80c4-e7d7fcc49844.wav,3.66,No. That's this will remove.
2025-08-22T15:37:28.552627,asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_2963e5e4-1323-4f53-8685-3004db571e44.wav,./audio_files\asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_2963e5e4-1323-4f53-8685-3004db571e44.wav,2.62,Play adventure story.
2025-08-22T15:38:31.594509,asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_69c2c1ea-7605-477d-a8da-f5df6bd3d896.wav,./audio_files\asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_69c2c1ea-7605-477d-a8da-f5df6bd3d896.wav,2.86,Play fantasy story.
2025-08-22T15:39:05.644995,asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_78bc821e-cdfa-4a59-b909-107195a3a7ac.wav,./audio_files\asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_78bc821e-cdfa-4a59-b909-107195a3a7ac.wav,3.6,Adventure story.
2025-08-22T15:39:39.248207,asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_a39cf23a-cf78-4a76-8c62-8f65ac1ff6c6.wav,./audio_files\asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_a39cf23a-cf78-4a76-8c62-8f65ac1ff6c6.wav,1.24,"Last seven days, please."
2025-08-22T15:40:07.846076,asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_6fa822b7-f770-49da-877a-a9782eaa04e7.wav,./audio_files\asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_6fa822b7-f770-49da-877a-a9782eaa04e7.wav,2.66,Play bedtime story.
2025-08-22T15:40:35.763620,asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_9dec32b3-93e0-4c78-8adb-6c23785dd9dc.wav,./audio_files\asr_base_7ccdcd21-323a-4261-a431-9d2edf299e08_9dec32b3-93e0-4c78-8adb-6c23785dd9dc.wav,3.22,Play story.
2025-08-22T15:50:38.806839,asr_base_de0e8954-ee23-49ad-8b1b-0f078353a397_1631e48b-cf0f-4f4e-83e7-90ba850a1e29.wav,./audio_files\asr_base_de0e8954-ee23-49ad-8b1b-0f078353a397_1631e48b-cf0f-4f4e-83e7-90ba850a1e29.wav,1.46,Yes.
2025-08-22T15:50:54.800964,asr_base_de0e8954-ee23-49ad-8b1b-0f078353a397_f7d815aa-02e0-47af-b128-698cdb93aad0.wav,./audio_files\asr_base_de0e8954-ee23-49ad-8b1b-0f078353a397_f7d815aa-02e0-47af-b128-698cdb93aad0.wav,2.82,.Com. This one. Right? Story.
2025-08-22T15:51:44.572671,asr_base_b4084eea-21cf-481d-a8b1-f0ce08a0c017_c76a3709-630d-4619-95a4-2448f51971e1.wav,./audio_files\asr_base_b4084eea-21cf-481d-a8b1-f0ce08a0c017_c76a3709-630d-4619-95a4-2448f51971e1.wav,2.84,Play bedtime story.
2025-08-22T15:52:18.145038,asr_base_3ef1a1d5-37a8-4975-acb0-24b8afe8427e_1c1a38dd-8331-46ee-a1c2-6f88a199e393.wav,./audio_files\asr_base_3ef1a1d5-37a8-4975-acb0-24b8afe8427e_1c1a38dd-8331-46ee-a1c2-6f88a199e393.wav,4.88,And you have to get a how many options are there? No. That many limited.
2025-08-22T15:52:38.579941,asr_base_3ef1a1d5-37a8-4975-acb0-24b8afe8427e_325af368-51a6-49dd-94d4-92fdb6a1f5b3.wav,./audio_files\asr_base_3ef1a1d5-37a8-4975-acb0-24b8afe8427e_325af368-51a6-49dd-94d4-92fdb6a1f5b3.wav,2.96,Play adventure story.
2025-08-22T15:59:45.687034,asr_base_9eee3fc6-8d5b-4cc2-a76f-a33ad73c7317_4c9a3beb-7e8f-4120-8145-3741a771105f.wav,./audio_files\asr_base_9eee3fc6-8d5b-4cc2-a76f-a33ad73c7317_4c9a3beb-7e8f-4120-8145-3741a771105f.wav,4.08,Hey. Can you tell me a story?
2025-08-22T16:00:13.873576,asr_base_9eee3fc6-8d5b-4cc2-a76f-a33ad73c7317_bd48bb98-1ac4-471f-ba14-463e5f48aa0a.wav,./audio_files\asr_base_9eee3fc6-8d5b-4cc2-a76f-a33ad73c7317_bd48bb98-1ac4-471f-ba14-463e5f48aa0a.wav,5.62,"Properly working that once you test, that's fine."
2025-08-22T16:07:07.865940,asr_base_804973fe-afcd-4770-bc1e-4bb47c355fb0_5f66ddad-e1ea-4d79-841f-213fb1a4dd35.wav,./audio_files\asr_base_804973fe-afcd-4770-bc1e-4bb47c355fb0_5f66ddad-e1ea-4d79-841f-213fb1a4dd35.wav,1.96,Play story.
2025-08-22T16:07:34.670763,asr_base_804973fe-afcd-4770-bc1e-4bb47c355fb0_61d38e7f-7e6d-4513-9ebf-e47806b410d8.wav,./audio_files\asr_base_804973fe-afcd-4770-bc1e-4bb47c355fb0_61d38e7f-7e6d-4513-9ebf-e47806b410d8.wav,2.38,You tell me a story?
2025-08-22T16:08:27.208383,asr_base_91f69f67-8d20-4dba-a596-6625f69ec8f3_52610c03-f55c-4f9d-bff2-be7293bc9a7a.wav,./audio_files\asr_base_91f69f67-8d20-4dba-a596-6625f69ec8f3_52610c03-f55c-4f9d-bff2-be7293bc9a7a.wav,1.9,Play story.
2025-08-22T16:09:02.170489,asr_base_91f69f67-8d20-4dba-a596-6625f69ec8f3_efb640df-f687-48b7-83eb-e53e2733309a.wav,./audio_files\asr_base_91f69f67-8d20-4dba-a596-6625f69ec8f3_efb640df-f687-48b7-83eb-e53e2733309a.wav,3.06,Okay. Now can you tell me a story?
2025-08-22T16:09:38.414460,asr_base_91f69f67-8d20-4dba-a596-6625f69ec8f3_3e1d83d2-6643-44b3-bbfe-e485acf0d173.wav,./audio_files\asr_base_91f69f67-8d20-4dba-a596-6625f69ec8f3_3e1d83d2-6643-44b3-bbfe-e485acf0d173.wav,2.44,Play bedtime story.
2025-08-22T16:29:44.933899,asr_base_58cb3b29-596a-4f83-bc30-e3a46744c822_d645a6c0-55ae-494e-9284-6d3083be15d8.wav,./audio_files\asr_base_58cb3b29-596a-4f83-bc30-e3a46744c822_d645a6c0-55ae-494e-9284-6d3083be15d8.wav,2.06,Play a golden gift.
2025-08-22T16:30:05.706791,asr_base_58cb3b29-596a-4f83-bc30-e3a46744c822_a04a6a27-4f09-421b-89f1-e4950a664875.wav,./audio_files\asr_base_58cb3b29-596a-4f83-bc30-e3a46744c822_a04a6a27-4f09-421b-89f1-e4950a664875.wav,2.84,Play the bahou cried wolf.
2025-08-22T16:30:25.594062,asr_base_58cb3b29-596a-4f83-bc30-e3a46744c822_7fad7fc1-fb5d-464a-82d4-7a29e916da35.wav,./audio_files\asr_base_58cb3b29-596a-4f83-bc30-e3a46744c822_7fad7fc1-fb5d-464a-82d4-7a29e916da35.wav,2.66,Play invisible warrior.
2025-08-22T16:30:40.677172,asr_base_58cb3b29-596a-4f83-bc30-e3a46744c822_6e2f1e4f-afc5-4c19-8a98-f9bfcb816176.wav,./audio_files\asr_base_58cb3b29-596a-4f83-bc30-e3a46744c822_6e2f1e4f-afc5-4c19-8a98-f9bfcb816176.wav,1.86,Play story.
2025-08-22T16:30:55.630554,asr_base_58cb3b29-596a-4f83-bc30-e3a46744c822_2db376a0-034d-47d6-ade0-3221d4ad3926.wav,./audio_files\asr_base_58cb3b29-596a-4f83-bc30-e3a46744c822_2db376a0-034d-47d6-ade0-3221d4ad3926.wav,2.72,Play a bedtime story.
2025-08-22T16:31:09.251112,asr_base_58cb3b29-596a-4f83-bc30-e3a46744c822_181cdc64-3816-4b26-a031-a6641414c86f.wav,./audio_files\asr_base_58cb3b29-596a-4f83-bc30-e3a46744c822_181cdc64-3816-4b26-a031-a6641414c86f.wav,3.38,Can you tell me a story?
2025-08-22T17:37:32.383044,asr_base_bf33b928-6cb2-4aaf-9ff5-e15fdd27aecc_e0ac76d4-284c-43f8-afcd-35b37b071008.wav,./audio_files\asr_base_bf33b928-6cb2-4aaf-9ff5-e15fdd27aecc_e0ac76d4-284c-43f8-afcd-35b37b071008.wav,2.44,Hello. Hi.
2025-08-22T17:37:52.918111,asr_base_bf33b928-6cb2-4aaf-9ff5-e15fdd27aecc_11304b11-4936-4d28-b88f-9a29dde53d8e.wav,./audio_files\asr_base_bf33b928-6cb2-4aaf-9ff5-e15fdd27aecc_11304b11-4936-4d28-b88f-9a29dde53d8e.wav,3.76,I want to hear a story.
2025-08-22T17:38:31.198317,asr_base_bf33b928-6cb2-4aaf-9ff5-e15fdd27aecc_25f5798b-9c66-4136-9e93-827991bf2986.wav,./audio_files\asr_base_bf33b928-6cb2-4aaf-9ff5-e15fdd27aecc_25f5798b-9c66-4136-9e93-827991bf2986.wav,2.08,Play story.
